"imageCSV_only.i.","div","plateID","rowID","colID","density","uniqueCells.k.","avgRelTurnAngle","avgAbsRelTurnAngle","avgSegLen","totLen","degree","numNeurites","avgTort","totCPs","avgCPs","degree_0.5","degree_1.0","degree_1.5","degree_2.0","degree_3.0","degree_4.0","degree_6.0","numNeurites_0.5","numNeurites_1.0","numNeurites_1.5","numNeurites_2.0","numNeurites_3.0","numNeurites_4.0","numNeurites_6.0","totCPs_0.5","totCPs_1.0","totCPs_1.5","totCPs_2.0","totCPs_3.0","totCPs_4.0","totCPs_6.0","avgAbsRelTurnAngle_0.5","avgAbsRelTurnAngle_1.0","avgAbsRelTurnAngle_1.5","avgAbsRelTurnAngle_2.0","avgAbsRelTurnAngle_3.0","avgAbsRelTurnAngle_4.0","avgAbsRelTurnAngle_6.0","avgSegLen_0.5","avgSegLen_1.0","avgSegLen_1.5","avgSegLen_2.0","avgSegLen_3.0","avgSegLen_4.0","avgSegLen_6.0","totLen_0.5","totLen_1.0","totLen_1.5","totLen_2.0","totLen_3.0","totLen_4.0","totLen_6.0","avgTort_0.5","avgTort_1.0","avgTort_1.5","avgTort_2.0","avgTort_3.0","avgTort_4.0","avgTort_6.0"
"asl-rhin-CB2-20_0006_tracings.csv",1.5,"C","B",2,10000,"3",-16.7717929008071,26.6609828529374,9.33069268225972,46.6534634112986,1,1,1.12095995807174,4,4,,,,6,3,4,,,,,3,3,4,,,,,10,18,31,,,,,16.8694007242835,14.9901164121283,24.1943584733957,,,,,10.6534051048031,11.3876876213762,4.98302458482605,,,,,159.801076572047,239.1414400489,174.405860468912,,,,,1.02646463154381,1.02615757601195,1.12123373503916,
"asl-rhin-CB2-20_0006_tracings.csv",1.5,"C","B",2,10000,"1",0.172057329133601,24.5604660488975,12.342873005865,37.0286190175949,1,1,1.04897259358372,2,2,,,,4,6,2,,,,,3,4,2,,,,,8,26,15,,,,,24.044096597287,20.5876441639682,20.4542826690299,,,,,8.1635182905394,9.63308501829255,5.97191880841743,,,,,89.7987011959332,308.258720585362,101.522619743096,,,,,1.0327411401425,1.05126628672003,1.0690228431863,
"asl-rhin-CB2-20_0008_tracings.csv",1.5,"C","B",2,10000,"1",-11.5770568009961,11.5770568009961,8.57791237746278,42.8895618873138,3,3,1.02649527657497,3,1.5,,,,4,9,11,,,,,4,8,9,,,,,8,9,42,,,,,29.0073029102879,21.1944353839711,20.1329993450335,,,,,10.4854928159701,9.82702927210571,6.23904554530375,,,,,115.340420975671,137.57840980948,324.430368355795,,,,,1.18695791932046,1.02433243342975,1.05701246883519,
"asl-rhin-CB2-20_0008_tracings.csv",1.5,"C","B",2,10000,"2",-5.20069263705233,19.2623102017071,8.45397072282158,76.0857365053943,5,5,1.02855046601339,6,2,,,,3,5,11,,,,,3,2,7,,,,,2,5,83,,,,,20.322548064319,16.2408212952821,21.7991763915536,,,,,12.9064534461149,10.0421478430092,6.25543309271806,,,,,38.7193603383445,70.2950349010644,581.75527762278,,,,,1.02248377338218,1.01303748502996,1.08219009445461,
"asl-rhin-CB2-40_0000_tracings.csv",1.5,"C","B",2,10000,"2",-31.4462359022683,31.4462359022683,4.80733254291183,9.61466508582367,1,1,1.04333389650954,1,1,,,,3,5,4,,,,,3,4,4,,,,,4,17,42,,,,,13.8254765008165,21.797445393668,21.3936689829829,,,,,11.3559061903524,11.6101594430918,6.93745790153798,,,,,79.4913433324671,220.593029418745,319.123063470747,,,,,1.02511707648639,1.03647809349568,1.05495614974969,
"asl-rhin-CB2-40_0000_tracings.csv",1.5,"C","B",2,10000,"3",-0.77280034701043,13.6645256786046,4.90737905135552,19.6295162054221,1,1,1.04172193566713,3,3,,,,5,10,5,,,,,4,9,5,,,,,14,31,20,,,,,37.4141881712447,22.6304136765116,14.3445313477379,,,,,8.893858216362,11.9903731744456,6.48400683810601,,,,,168.983306110878,443.643807454489,162.10017095265,,,,,1.12485156043245,1.04387099853428,1.02948626846453,
"asl-rhin-CB2-40_0000_tracings.csv",1.5,"C","B",2,10000,"1",4.49857776026528,21.1656706647241,4.7897246909207,19.1588987636828,1,1,1.05067319968905,3,3,,,,1,11,4,,,,,1,1,3,,,,,5,45,46,,,,,26.9827041763197,29.2044206272913,24.2556042302246,,,,,9.64095506909469,10.1678202979839,6.60667825338173,,,,,57.8457304145681,549.06229609113,330.333912669086,,,,,1.06829658983188,1.15071492344215,1.12531152953983,
"asl-rhin-CB2-40_0001_tracings.csv",1.5,"C","B",2,10000,"3",-4.88206771421942,23.3242461612199,5.28174285994796,132.043571498699,6,4,1.05079628857687,19,3.16666666666667,,,,3,4,4,,,,,3,4,4,,,,,6,8,32,,,,,16.6955129813045,20.2951414819419,21.221392850572,,,,,9.86118633917134,8.67597035020269,7.21005828738624,,,,,88.750677052542,95.4356738522296,245.141981771133,,,,,1.02220947736956,1.03407824552633,1.04408548757848,
"asl-rhin-CB2-40_0001_tracings.csv",1.5,"C","B",2,10000,"1",-5.42961924449995,20.8642695294473,5.40578063938448,64.8693676726136,4,3,1.05250727824376,8,2,,,,1,3,5,,,,,1,3,2,,,,,3,8,67,,,,,22.4980245409057,29.8551600493169,20.7248526877677,,,,,7.8046315269477,12.082064717988,6.00383871385472,,,,,31.2185261077908,120.82064717988,432.27638739754,,,,,1.02954202214939,1.05944211050157,1.05148861054198,
"asl-rhin-CB2-40_0001_tracings.csv",1.5,"C","B",2,10000,"2",13.1707503651561,13.1707503651561,4.95647959079507,9.91295918159015,1,1,1.03105098079504,1,1,,,,4,5,4,,,,,3,1,4,,,,,4,5,10,,,,,29.2038316986675,12.7787156139563,19.2807230909058,,,,,9.87910540801176,11.471087697252,5.95843758519583,,,,,69.1537378560824,103.239789275268,83.4181261927416,,,,,1.05955949442264,1.02383470096383,1.03335150371819,
"asl-rhin-CB2-40_0002_tracings.csv",1.5,"C","B",2,10000,"1",-0.00266761414822536,21.3098516279711,3.6868480686595,22.121088411957,3,3,1.0249765684048,4,2,,,,2,9,6,,,,,1,8,3,,,,,16,7,98,,,,,25.3472295094953,27.8017245526855,21.1624538904861,,,,,11.9506300978269,9.78456922983064,6.68490051697093,,,,,215.111341760883,97.8456922983063,688.544753248006,,,,,1.28921560335949,1.02645469806617,1.07242157549661,
"asl-rhin-CB2-40_0003_tracings.csv",1.5,"C","B",2,10000,"1",-0.765921918055745,17.3330029302086,5.57013075062534,50.131176755628,3,2,1.04320571737566,7,3.5,,,,5,2,4,,,,,4,2,3,,,,,15,2,35,,,,,32.4685393864329,30.4565385653838,22.2677391299054,,,,,9.29155753236539,13.4916502055573,6.1646969771845,,,,,185.831150647308,53.9666008222293,240.423182110195,,,,,1.16210797793553,1.05959000975806,1.04417480957795,
"asl-rhin-CB2-40_0003_tracings.csv",1.5,"C","B",2,10000,"2",5.95628527541871,23.6395185758008,7.15507998329909,50.0855598830937,2,2,1.03941023148829,5,2.5,,,,3,5,7,,,,,3,3,5,,,,,2,24,34,,,,,27.138453732194,16.409832226603,21.8030994160976,,,,,6.16388909738421,12.2226218008462,5.61206549018593,,,,,24.6555563895368,354.456032224538,224.482619607437,,,,,1.03537632841651,1.03013242595037,1.05822607038509,
"asl-rhin-CB2-40_0003_tracings.csv",1.5,"C","B",2,10000,"3",11.6703473434995,28.5984915524877,4.56372747707943,22.8186373853972,1,1,1.13232383846443,4,4,,,,5,3,7,,,,,5,3,5,,,,,3,9,58,,,,,13.1846910917775,22.4591023155162,20.4545961199827,,,,,8.27468569835665,8.48256321669112,5.95167933021617,,,,,49.6481141901399,93.3081953836023,386.859156464051,,,,,1.0265119943869,1.04544842923871,1.06378908179987,
"asl-rhin-CB2-40_0003_tracings.csv",1.5,"C","B",2,10000,"4",1.34474588604875,14.9132720776587,6.21851806958543,55.9666626262689,1,1,1.0256154772875,8,8,,,,10,3,6,,,,,7,1,3,,,,,16,9,38,,,,,26.1507471874728,28.0267383902722,27.2659956747076,,,,,9.53160134441505,9.95377530255859,7.11296549545203,,,,,219.226830921546,109.491528328144,312.97048179989,,,,,1.02926992339426,1.19983710501309,1.11725894927248,
"asl-rhin-CB2-40_0005_tracings.csv",1.5,"C","B",2,10000,"1",-3.45162847788556,23.0618791286836,5.60090540070837,50.4081486063754,1,1,1.10473916118798,8,8,,,,4,3,5,,,,,4,3,5,,,,,4,11,52,,,,,25.0256179693873,23.6220170084254,16.6717921747655,,,,,7.65446512565202,10.0075194567766,6.86912126864895,,,,,45.9267907539121,140.105272394873,391.53991231299,,,,,1.03981679767499,1.05557860929393,1.03501146582071,
"asl-rhin-CB2-40_0005_tracings.csv",1.5,"C","B",2,10000,"2",-11.9893945170969,20.1947383953822,5.68638590290432,22.7455436116172,1,1,1.03246128467543,3,3,,,,1,2,4,,,,,1,2,3,,,,,8,3,43,,,,,15.4850194720291,17.4872747077771,21.0530139104712,,,,,10.221004919651,10.075529811476,6.63875203912187,,,,,91.9890442768587,50.3776490573799,312.021345838729,,,,,1.0661124900008,1.02677022282594,1.06760176021595,
"asl-rhin-CB2-40_0005_tracings.csv",1.5,"C","B",2,10000,"4",0.4695954728678,11.779527946888,5.86626751652816,17.5988025495845,1,1,1.0029486889432,2,2,,,,4,7,8,,,,,4,7,7,,,,,11,9,31,,,,,24.8452512530986,15.4028232653913,23.9238569569731,,,,,7.27441629296376,7.67946485792489,5.03681338254138,,,,,109.116244394457,122.871437726798,191.398908536573,,,,,1.05077583973249,1.02355615284873,1.03527808497491,
"asl-rhin-CB2-40_0005_tracings.csv",1.5,"C","B",2,10000,"3",-8.85532665321523,8.85532665321523,4.50144652326486,9.00289304652972,1,1,1.00562795682992,1,1,,,,1,7,2,,,,,1,7,2,,,,,1,11,17,,,,,7.93458541454223,20.9107809629013,22.7315183499283,,,,,10.9508584304416,10.5568779293772,5.53189177206083,,,,,21.9017168608832,190.023802728789,105.105943669156,,,,,1.01449128540579,1.03265533549465,1.0554208352037,
"asl-rhin-CB2-40_0006_tracings.csv",1.5,"C","B",2,10000,"1",-4.64505715573378,22.0315639337907,4.95844461635455,233.046896968664,14,13,1.03889185733369,34,2.61538461538462,,,,2,4,1,,,,,2,4,1,,,,,1,7,4,,,,,26.6943868028008,18.4936477206636,20.6567921678379,,,,,8.10365607394766,9.17968201537134,6.10040832140004,,,,,16.2073121478953,100.976502169085,30.5020416070002,,,,,1.02470524020201,1.02446188621277,1.08515781627728,
"asl-rhin-CD2-20_0000_tracings.csv",1.5,"C","D",2,10000,"1",12.7429965413463,12.7429965413463,8.76196008894885,17.5239201778977,1,1,1.01421170823302,1,1,,,,1,5,7,,,,,1,4,5,,,,,3,21,42,,,,,20.2703034455045,27.4054983273032,22.16476260191,,,,,12.1949158708303,9.3592101200803,6.75400444231872,,,,,48.7796634833211,233.980253002008,330.946217673618,,,,,1.1424990023278,1.06025969998376,1.12611380544289,
"asl-rhin-CD2-20_0001_tracings.csv",1.5,"C","D",2,10000,"2",3.25294251682043,3.25294251682043,14.8285682983964,29.6571365967927,1,1,1.0172745407607,1,1,,,,2,2,7,,,,,2,2,6,,,,,3,4,31,,,,,18.1961483999386,15.0519597240642,27.0845310147738,,,,,6.64962857120685,14.7046031382902,6.24298494477265,,,,,33.2481428560342,88.2276188297413,237.23342790136,,,,,1.01843717157378,1.0213073724615,1.06103864680635,
"asl-rhin-CD2-20_0001_tracings.csv",1.5,"C","D",2,10000,"4",5.7405024333634,46.6453733833038,9.59858287422142,38.3943314968857,1,1,1.1647376560946,3,3,,,,1,1,8,,,,,1,1,6,,,,,2,1,35,,,,,7.15900252919726,35.0539950575827,28.1979831840357,,,,,21.1010495090384,10.2097846394816,9.27301876616353,,,,,63.3031485271152,20.4195692789632,389.466788178868,,,,,1.00901073362773,1.08590586979765,1.07747428839203,
"asl-rhin-CD2-20_0001_tracings.csv",1.5,"C","D",2,10000,"3",16.8151999911593,16.8151999911593,8.95570065276626,35.822802611065,2,2,1.03245618856548,2,1,,,,1,2,4,,,,,1,1,3,,,,,2,6,12,,,,,6.57243380877538,18.3910981453047,21.3580799634551,,,,,9.91304986242657,12.0844037054879,12.3906195180956,,,,,29.7391495872797,96.6752296439032,198.249912289529,,,,,1.00592643392655,1.03701060752149,1.05720260355601,
"asl-rhin-CD2-20_0001_tracings.csv",1.5,"C","D",2,10000,"5",11.2300225086599,30.2139415309728,6.30218213983955,25.2087285593582,1,1,1.09661127680824,3,3,,,,3,6,15,,,,,3,5,9,,,,,13,18,37,,,,,16.231712626718,26.7886671681224,21.2334362794775,,,,,8.24630769492867,11.4015087501086,9.35638936547257,,,,,131.940923118859,239.431683752279,467.819468273629,,,,,1.02816241616119,1.10985998518275,1.05202371108767,
"asl-rhin-CD2-20_0002_tracings.csv",1.5,"C","D",2,10000,"2",-0.681862558864402,17.6635141102782,10.5592469563455,73.9147286944184,3,3,1.04306394242951,4,1.33333333333333,,,,10,10,7,,,,,6,10,6,,,,,37,22,58,,,,,23.1457811915882,20.2784043593281,26.1979889335752,,,,,9.18714475740147,9.55249310457445,10.7891376179349,,,,,413.421514083066,267.469806928085,701.293945165771,,,,,1.07396908127856,1.02492640878933,1.2116030372225,
"asl-rhin-CD2-20_0002_tracings.csv",1.5,"C","D",2,10000,"1",-22.7991837936487,22.7991837936487,7.1448358620863,21.4345075862589,3,3,1.03571663003998,2,2,,,,1,5,6,,,,,1,4,6,,,,,1,11,15,,,,,26.6715487858689,16.0128877493008,17.3436387219814,,,,,13.9644506830638,11.0150231895087,9.47682741758093,,,,,27.9289013661275,165.225347842631,199.013375769199,,,,,1.03555256779822,1.02365134844509,1.02345009968721,
"asl-rhin-CD2-20_0003_tracings.csv",1.5,"C","D",2,10000,"1",2.75971597978787,22.9969473532754,10.893289960478,152.506059446692,2,1,1.07280377621355,12,6,,,,1,2,5,,,,,1,1,4,,,,,1,10,21,,,,,30.5192988925991,41.993885096823,20.5335495373958,,,,,9.86259702280809,11.1609113635505,10.1178002194265,,,,,19.7251940456162,133.930936362606,263.062805705089,,,,,1.04935970546994,1.64657110248146,1.04330080344152,
"asl-rhin-CD2-20_0003_tracings.csv",1.5,"C","D",2,10000,"2",28.1181598483365,28.1181598483365,7.60997299628167,30.4398919851266,4,4,1.02683251926403,2,1,,,,1,1,6,,,,,1,1,4,,,,,1,15,32,,,,,7.28402365441686,22.6608605590456,21.0797414704219,,,,,13.457215013563,12.0771715045124,9.91420460411857,,,,,26.9144300271259,193.234744072198,366.825570352387,,,,,1.00254194701374,1.24402702459071,1.04340632090522,
"asl-rhin-CD2-20_0004_tracings.csv",1.5,"C","D",2,10000,"2",-11.9184174419161,30.6619348720698,7.68891827040141,107.64485578562,3,3,1.11317510395736,11,3.66666666666667,,,,3,3,4,,,,,2,3,3,,,,,7,9,14,,,,,16.2756475083826,19.0751491123645,20.9135638505857,,,,,9.60024776977767,9.26776073435477,9.38688561957051,,,,,96.0024776977768,111.213128812257,159.577055532699,,,,,1.03274463949674,1.06137220847504,1.08461186315505,
"asl-rhin-CD2-20_0004_tracings.csv",1.5,"C","D",2,10000,"3",1.1230242336431,30.3037590456033,7.13130373112313,57.0504298489849,5,4,1.04083003152262,4,1,,,,1,7,1,,,,,1,7,1,,,,,2,22,1,,,,,31.2637316943774,15.5955270337559,20.2143083700548,,,,,10.3366350316353,12.217154814741,10.792960052737,,,,,31.0099050949059,329.863179998008,21.5859201054739,,,,,1.1015405076531,1.01706802886966,1.04699691532663,
"asl-rhin-CD2-20_0004_tracings.csv",1.5,"C","D",2,10000,"1",-11.9856684076868,32.979995314208,8.93100545211542,116.1030708775,5,2,1.26775830152024,11,5.5,,,,4,3,4,,,,,4,3,1,,,,,4,9,13,,,,,19.2271552396125,25.3946503934708,18.7453453073074,,,,,9.0320980064845,8.5498023397544,12.2222700662314,,,,,72.256784051876,85.498023397544,195.556321059703,,,,,1.02980272682744,1.09330142458767,1.03258538954476,
"asl-rhin-CD2-20_0006_tracings.csv",1.5,"C","D",2,10000,"1",-8.40630763098833,21.9601306511117,10.7587476646047,43.0349906584187,1,1,1.02564574813597,3,3,,,,6,3,5,,,,,4,2,3,,,,,19,9,18,,,,,22.6320661912734,14.9577174899084,26.3238881117501,,,,,5.64339505164509,13.8574530185798,11.1478283656752,,,,,124.154691136192,166.289436222957,222.956567313503,,,,,1.04159183333334,1.02955225749187,1.04917081350798,
"asl-rhin-CD2-20_0006_tracings.csv",1.5,"C","D",2,10000,"2",-2.1005877496044,24.0430601188293,9.08744098776126,99.9618508653738,2,2,1.02754586416376,9,4.5,,,,10,2,13,,,,,8,2,12,,,,,33,5,12,,,,,24.7468978407649,20.5449733430535,17.9594048213657,,,,,5.33605528601449,7.38059105976076,8.87682240008845,,,,,224.114322012609,51.6641374183254,186.413270401858,,,,,1.14698787848546,1.03652687585813,1.0208322344918,
"asl-rhin-CD2-20_0006_tracings.csv",1.5,"C","D",2,10000,"3",-26.9937490995077,26.9937490995077,6.97151157501885,27.8860463000754,5,4,1.02804764178053,2,1,,,,4,1,7,,,,,3,1,4,,,,,13,10,16,,,,,22.573711165315,25.4506462136403,34.0612445049372,,,,,4.51881158879266,7.96182999687504,9.96489313610572,,,,,72.3009854206824,87.5801299656254,209.26275585822,,,,,1.11155118079324,1.06625402491344,1.09673301817512,
"asl-rhin-CD2-20_0006_tracings.csv",1.5,"C","D",2,10000,"7",-73.1549662370101,73.1549662370101,13.0574600252119,39.1723800756358,1,1,1.49577018851416,2,2,,,,7,3,1,,,,,6,3,1,,,,,25,14,2,,,,,17.4915898521119,18.2571130642325,24.9431841469544,,,,,4.92289312011629,9.36617607470193,9.27295884335907,,,,,157.532579843721,159.224993269933,27.8188765300772,,,,,1.03097792588207,1.02755944739576,1.06189726275543,
"asl-rhin-CD2-20_0006_tracings.csv",1.5,"C","D",2,10000,"6",18.7344759349005,18.7344759349005,5.65270763237078,11.3054152647416,1,1,1.01807806635421,1,1,,,,1,2,6,,,,,1,1,4,,,,,10,11,15,,,,,17.2134616576363,28.7141253299069,27.6886725442234,,,,,5.97146240502314,11.7812837728979,10.7040133033777,,,,,65.6860864552545,153.156689047672,203.376252764177,,,,,1.02485951176908,1.06185243454489,1.06840130985814,
"asl-rhin-CD2-20_0006_tracings.csv",1.5,"C","D",2,10000,"8",-1.4609047826704,27.3288791266656,9.54904250589548,38.1961700235819,1,1,1.06142053634456,3,3,,,,8,1,6,,,,,6,1,4,,,,,42,9,29,,,,,20.6113365249662,25.1391697474349,19.2151868790496,,,,,5.6915510023199,9.94550334167941,10.5654617265489,,,,,284.577550115995,99.455033416794,359.225698702661,,,,,1.03877040511415,1.17817166924734,1.04157711300175,
"asl-rhin-CD2-20_0006_tracings.csv",1.5,"C","D",2,10000,"9",16.007235388129,16.007235388129,19.0838079991507,38.1676159983015,1,1,1.0235104597802,1,1,,,,3,3,7,,,,,3,2,7,,,,,5,13,20,,,,,15.3270937855771,19.5258213181537,21.0833165957112,,,,,5.59806857112318,13.5720838743787,9.24647964982437,,,,,44.7845485689854,203.58125811568,249.654950545258,,,,,1.02302234772179,1.02901992896192,1.04884143285833,
"asl-rhin-CD2-20_0006_tracings.csv",1.5,"C","D",2,10000,"5",-10.713123022791,10.713123022791,12.1009474787687,24.2018949575374,2,2,1.01073895540485,1,1,,,,3,4,8,,,,,3,3,5,,,,,8,25,20,,,,,16.5990940440569,16.9122958447301,19.2579504668646,,,,,5.79071988770047,12.958116062831,9.99014687028966,,,,,63.6979187647052,375.7853658221,259.743818627531,,,,,1.02481582187099,1.02104431929231,1.02860564151576,
"asl-rhin-CD2-20_0007_tracings.csv",1.5,"C","D",2,10000,"2",8.1479849268055,19.314827930156,8.25940779187457,33.0376311674982,1,1,1.0177208549473,3,3,,,,3,5,12,,,,,2,2,10,,,,,13,10,15,,,,,20.5752958144057,24.2187093529979,18.2462643438974,,,,,5.12664452550086,10.4350811184614,9.58117500383615,,,,,82.0263124080138,135.656054539998,210.785850084395,,,,,1.04057391701476,1.08051301174391,1.02446951574416,
"asl-rhin-CD2-20_0007_tracings.csv",1.5,"C","D",2,10000,"3",-0.62722581134075,21.3881906847616,8.55815621591986,25.6744686477595,2,2,1.02147436767259,2,2,,,,2,4,3,,,,,2,4,2,,,,,13,5,40,,,,,21.663843566329,24.1277913009253,20.2217395374468,,,,,6.13246797604753,10.2642795288962,13.3848031322987,,,,,91.987019640713,71.8499567022734,575.546534688846,,,,,1.0499098541286,1.03017770420257,1.05191632434709,
"asl-rhin-CD2-40_0000_tracings.csv",1.5,"C","D",2,10000,"2",-10.3861273410229,10.3861273410229,4.89068680230667,14.67206040692,2,1,1.01491238423436,2,2,,,,1,1,4,,,,,1,1,4,,,,,2,1,4,,,,,17.5246866560242,15.2551187030578,32.238222897182,,,,,6.87996814547852,7.56517226437076,8.07715186462202,,,,,20.6399044364356,15.1303445287415,48.462911187732,,,,,1.04569869797641,1.01238224913896,1.04496836396015,
"asl-rhin-CD2-40_0000_tracings.csv",1.5,"C","D",2,10000,"1",1.41453621681193,19.5556989766794,6.0462688660356,157.202990516925,6,5,1.03263801607747,20,3.33333333333333,,,,1,1,7,,,,,1,1,7,,,,,2,3,33,,,,,13.7037877189092,16.1922118227355,19.9558296096323,,,,,4.32263880476103,11.8701155123441,12.2407488440171,,,,,12.9679164142831,47.4804620493764,477.389204916668,,,,,1.02272823406575,1.01146947322696,1.03510021514059,
"asl-rhin-CD2-40_0001_tracings.csv",1.5,"C","D",2,10000,"2",-8.10403055135802,15.8368940559074,6.53456549887047,45.7419584920933,1,1,1.05062477767895,6,6,,,,2,3,5,,,,,2,3,5,,,,,22,8,12,,,,,16.5961651690768,23.9229896580085,26.9950809099111,,,,,5.61485454903244,10.0839936916824,10.8069975759615,,,,,134.756509176778,100.839936916824,172.911961215384,,,,,1.0317790826398,1.03519778103601,1.04484596007386,
"asl-rhin-CD2-40_0001_tracings.csv",1.5,"C","D",2,10000,"3",6.654977596967,8.82187928783627,8.21503941797827,49.2902365078697,1,1,1.0292901803501,5,5,,,,,5,7,,,,,,5,6,,,,,,14,21,,,,,,21.519613280022,21.2945841536473,,,,,,10.7864881111334,9.5790440446138,,,,,,194.156786000402,258.634189204573,,,,,,1.0775090262321,1.03403139500838,
"asl-rhin-CD2-40_0001_tracings.csv",1.5,"C","D",2,10000,"4",-1.49010735991274,20.402359253322,7.34517840590327,51.4162488413228,2,2,1.04208917306816,5,2.5,,,,,3,5,,,,,,2,1,,,,,,8,15,,,,,,26.550121372483,31.6071545770019,,,,,,9.86945000699382,9.53372945350431,,,,,,108.563950076932,171.607130163077,,,,,,1.07610887394654,1.07034223275436,
"asl-rhin-CD2-40_0001_tracings.csv",1.5,"C","D",2,10000,"1",5.944329019814,21.2259367545088,4.83197469781663,14.4959240934499,1,1,1.03641323578375,2,2,,,,,4,2,,,,,,3,2,,,,,,11,7,,,,,,16.1592002198076,30.2202661007257,,,,,,11.5350989867357,8.52580595528568,,,,,,161.4913858143,76.7322535975711,,,,,,1.02869570409608,1.07985790273419,
"asl-rhin-CD2-40_0002_tracings.csv",1.5,"C","D",2,10000,"1",-3.9048480346777,25.7796497944163,5.48091089073533,27.4045544536767,1,1,1.04519153517479,4,4,,,,,1,1,,,,,,1,1,,,,,,8,5,,,,,,22.0834942922154,11.3823887694466,,,,,,13.39567200738,15.9447285649399,,,,,,120.561048066419,95.6683713896394,,,,,,1.10464821740874,1.00575266660379,
"asl-rhin-CD2-40_0003_tracings.csv",1.5,"C","D",2,10000,"1",-13.25656619245,13.25656619245,6.66496083259622,33.324804162981,2,2,1.02552326895039,3,1.5,,,,,2,3,,,,,,2,2,,,,,,12,3,,,,,,22.7722973228929,32.1568986819582,,,,,,9.67107424244944,9.45154550498097,,,,,,135.395039394292,37.8061820199239,,,,,,1.07196970661433,1.05418500672817,
"asl-rhin-CD2-40_0003_tracings.csv",1.5,"C","D",2,10000,"2",20.0151296359448,20.0151296359448,6.2105928763935,18.6317786291805,1,1,1.0202675282857,2,2,,,,,1,1,,,,,,1,1,,,,,,2,1,,,,,,11.6209653659713,18.9605834293796,,,,,,9.8413393359455,6.9793957095399,,,,,,29.5240180078365,13.9587914190798,,,,,,1.02658178164494,1.05372720202486,
"asl-rhin-CD2-40_0003_tracings.csv",1.5,"C","D",2,10000,"3",1.35921839745685,21.9452599963342,4.30013907677513,103.203337842603,4,3,1.15637658373196,20,5,,,,,4,1,,,,,,4,1,,,,,,13,5,,,,,,28.8701276284023,17.5763461226436,,,,,,9.38313023442855,10.7411643320142,,,,,,159.513213985285,64.4469859920852,,,,,,1.08578931165034,1.06355583818126,
"asl-rhin-CD2-40_0004_tracings.csv",1.5,"C","D",2,10000,"1",-0.656345688682311,23.2759750701341,5.41773846746392,119.190246284206,3,3,1.10911276897016,19,6.33333333333333,,,,,10,3,,,,,,9,3,,,,,,14,13,,,,,,22.9919336517335,23.7781708061774,,,,,,8.20100912584625,10.2890832920706,,,,,,172.221191642771,154.336249381058,,,,,,1.04421400411502,1.04539359619722,
"asl-rhin-CD2-40_0004_tracings.csv",1.5,"C","D",2,10000,"2",7.857818081875,18.9034466450264,5.91863114388753,23.6745245755501,1,1,1.02954375268424,3,3,,,,,3,1,,,,,,3,1,,,,,,7,2,,,,,,24.6267795073046,14.0421251622131,,,,,,11.1976904103602,9.48684118680341,,,,,,111.976904103602,28.4605235604102,,,,,,1.04787097485681,1.02005442073728,
"asl-rhin-CD2-40_0004_tracings.csv",1.5,"C","D",2,10000,"3",-8.67423501189486,28.5805489797576,5.06067962404444,30.3640777442666,1,1,1.06933197817008,5,5,,,,,6,3,,,,,,5,3,,,,,,17,5,,,,,,17.9980787586103,16.5556449235015,,,,,,10.6926393398959,11.5409267653565,,,,,,235.238065477709,92.3274141228519,,,,,,1.02687357991523,1.02015333322709,
"asl-rhin-CD2-40_0005_tracings.csv",1.5,"C","D",2,10000,"2",-1.37013734394159,21.1491744942155,5.2509748348818,110.270471532518,6,5,1.03660219629428,15,2.5,,,,,6,5,,,,,,4,5,,,,,,9,7,,,,,,22.219780617973,24.3067325406028,,,,,,10.8326410010353,10.3200069461795,,,,,,129.991692012423,103.200069461795,,,,,,1.02684354945953,1.04179510021517,
"asl-rhin-CD2-40_0005_tracings.csv",1.5,"C","D",2,10000,"1",-35.3098310363068,35.3098310363068,4.59946991144956,13.7984097343487,1,1,1.10492491467569,2,2,,,,,16,1,,,,,,8,1,,,,,,26,14,,,,,,24.3799516192775,17.8293674532743,,,,,,9.69849555955989,10.147310933505,,,,,,339.447344584596,152.209664002575,,,,,,1.03695210020563,1.06334980453339,
"asl-rhin-CB2-20_0000_tracings.csv",2,"C","B",2,10000,"5",23.6857673240192,23.6857673240192,13.2551417742394,26.5102835484787,1,1,1.03234506230913,1,1,,,,,5,11,,,,,,3,8,,,,,,12,99,,,,,,19.4203094934836,21.435649985381,,,,,,14.4285967824796,6.29596086332139,,,,,,216.428951737194,692.555694965353,,,,,,1.08465597034301,1.04584219309701,
"asl-rhin-CB2-20_0000_tracings.csv",2,"C","B",2,10000,"6",-5.32164793432148,22.5862805668749,10.8300105891566,108.300105891566,3,3,1.05079539707529,7,2.33333333333333,,,,,5,6,,,,,,5,2,,,,,,13,38,,,,,,19.4936258931236,17.5195322863556,,,,,,9.41100287806396,6.89891580755692,,,,,,169.398051805151,296.653379724947,,,,,,1.06642915072815,1.11354451264156,
"asl-rhin-CB2-20_0000_tracings.csv",2,"C","B",2,10000,"7",2.3015461393826,35.4313794538928,10.2116873311074,61.2701239866444,1,1,1.12040099947343,5,5,,,,,6,4,,,,,,4,4,,,,,,28,10,,,,,,23.6725875311666,15.4468489789894,,,,,,9.64757721733583,4.88079531611832,,,,,,328.017625389418,68.3311344256565,,,,,,1.06341533067548,1.02053629992592,
