"imageCSV_only.i.","div","plateID","rowID","colID","density","uniqueCells.k.","avgRelTurnAngle","avgAbsRelTurnAngle","avgSegLen","totLen","degree","numNeurites","avgTort","totCPs","avgCPs"
"asl-rhin-CD2-20_0003_tracings.csv",0.5,"C","D",2,10000,"2",-21.3518524954863,21.3518524954863,8.69242741777376,17.3848548355475,4,4,1.05037355796952,1,1
"asl-rhin-CD2-40_0000_tracings.csv",0.5,"C","D",2,10000,"1",-0.47053060563954,22.0802464514202,4.10656027597024,28.7459219317917,2,2,1.06394288231907,5,2.5
"asl-rhin-CD2-40_0000_tracings.csv",0.5,"C","D",2,10000,"2",-11.6672836978484,21.1087710806335,4.38295056556437,26.2977033933862,2,2,1.02063287143098,4,2
"asl-rhin-CD2-40_0001_tracings.csv",0.5,"C","D",2,10000,"1",8.62072969947,21.7547520058663,5.18215188430412,15.5464556529124,1,1,1.03192989515109,2,2
"asl-rhin-CD2-40_0001_tracings.csv",0.5,"C","D",2,10000,"2",2.39287698575082,28.0077340357333,4.87943884909764,43.9149496418788,4,4,1.07686190483883,6,2
"asl-rhin-CD2-40_0002_tracings.csv",0.5,"C","D",2,10000,"1",-12.7829679916454,25.3419236969659,5.05129259114442,20.2051703645777,1,1,1.10523155652216,3,3
"asl-rhin-CD2-40_0003_tracings.csv",0.5,"C","D",2,10000,"1",9.1966092368864,9.1966092368864,7.23177249138909,21.6953174741673,1,1,1.04420614590726,2,2
"asl-rhin-CD2-40_0004_tracings.csv",0.5,"C","D",2,10000,"1",-11.2558917130462,21.0827602412867,5.95141334949675,41.6598934464772,2,2,1.03386318242049,5,2.5
"asl-rhin-CB2-20_0001_tracings.csv",1.5,"C","B",2,10000,"3",-13.0670757949112,13.0670757949112,7.83512308887754,15.6702461777551,1,1,1.00809680835029,1,1
"asl-rhin-CB2-20_0001_tracings.csv",1.5,"C","B",2,10000,"1",-18.7026783157043,18.7026783157043,6.02235516760511,24.0894206704204,3,3,1.01996658033931,2,1
"asl-rhin-CB2-20_0001_tracings.csv",1.5,"C","B",2,10000,"2",-7.74107625730103,7.74107625730103,12.2767330210139,24.5534660420278,1,1,1.01131583989902,1,1
"asl-rhin-CB2-20_0002_tracings.csv",1.5,"C","B",2,10000,"3",12.0163780098412,20.9649107321018,11.5954990313876,57.977495156938,2,2,1.04572185366956,3,1.5
"asl-rhin-CB2-20_0002_tracings.csv",1.5,"C","B",2,10000,"4",0.31371606595455,3.57419349487852,12.1097457100049,48.4389828400195,2,2,1.00602050341175,2,1
"asl-rhin-CB2-20_0003_tracings.csv",1.5,"C","B",2,10000,"5",-4.98536883844039,4.98536883844039,8.87748737755318,17.7549747551064,6,6,1.00510241173958,1,1
"asl-rhin-CB2-20_0003_tracings.csv",1.5,"C","B",2,10000,"3",-17.8213485546542,17.8213485546542,16.0789651538192,64.3158606152768,2,2,1.02280020385197,3,3
"asl-rhin-CB2-20_0003_tracings.csv",1.5,"C","B",2,10000,"4",-10.8583863243455,22.3136431257638,7.63391478721535,61.0713182977228,5,5,1.03721512506814,4,1
"asl-rhin-CB2-20_0003_tracings.csv",1.5,"C","B",2,10000,"2",7.52860695008184,23.2711570934545,11.7062464891646,105.356218402481,3,3,1.03199504433666,6,2
"asl-rhin-CB2-20_0003_tracings.csv",1.5,"C","B",2,10000,"1",-8.63517972719264,27.7231185632762,9.60937771656425,153.750043465028,9,9,1.04841676598827,10,1.66666666666667
"asl-rhin-CB2-20_0003_tracings.csv",1.5,"C","B",2,10000,"6",-25.0730834613114,25.0730834613114,7.66683295912772,46.0009977547664,4,4,1.0326273227059,3,1
"asl-rhin-CB2-20_0004_tracings.csv",1.5,"C","B",2,10000,"1",-7.41596472427523,13.3696348419239,9.28362451754802,139.25436776322,7,4,1.0566984160098,9,1.5
"asl-rhin-CB2-20_0004_tracings.csv",1.5,"C","B",2,10000,"2",-4.13512795177955,20.4264318104588,7.0721559935931,77.7937159295242,5,2,1.06979096518229,7,1.75
